File,File Index,Sub File Index,Call Index,Abs. Start Time,Abs. End Time,Rel. Start Time,Rel. End Time,Call Length,Call Type,File Start Time
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 2\wav_section - 4.wav,4,3,33,17.84398125,17.8572625,1.066781245,1.080062495,0.01328125,Complex,16.7772
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 2\wav_section - 4.wav,4,4,34,18.10212079,18.25934091,1.324920788,1.482140907,0.157220119,Split,16.7772
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 2\wav_section - 4.wav,4,5,35,18.27953567,18.38778023,1.502335668,1.610580225,0.108244557,Multi-Step,16.7772
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 2\wav_section - 4.wav,4,6,36,18.61387333,18.71435771,1.836673328,1.937157709,0.100484381,Step Down,16.7772
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 2\wav_section - 4.wav,4,7,37,18.89276875,19.19319655,2.115568754,2.415996547,0.300427793,Step Down,16.7772
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 2\wav_section - 4.wav,4,8,38,19.42525578,19.4897089,2.648055775,2.7125089,0.064453125,Split,16.7772
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 2\wav_section - 4.wav,4,9,39,19.73141057,19.83844182,2.954210571,3.061241821,0.10703125,Composite,16.7772
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 2\wav_section - 4.wav,4,10,40,20.08077238,20.11912691,3.303572382,3.341926912,0.038354529,Trill,16.7772
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 2\wav_section - 4.wav,4,11,41,20.26598633,20.34743164,3.488786325,3.570231638,0.081445313,Split,16.7772
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 2\wav_section - 5.wav,5,0,42,20.44928702,20.48893546,0.025627022,0.06527546,0.039648438,Split,20.42366
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 2\wav_section - 5.wav,5,1,43,20.49323233,20.51530265,0.069572335,0.091642647,0.022070313,Complex,20.42366
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 2\wav_section - 5.wav,5,2,44,20.62370108,20.7270214,0.200041085,0.303361397,0.103320312,Split,20.42366
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 2\wav_section - 5.wav,5,3,45,20.83187979,20.92213832,0.408219792,0.498478323,0.090258531,Split,20.42366
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 2\wav_section - 5.wav,5,4,46,20.99942557,21.20642567,0.575765569,0.782765673,0.207000105,Composite,20.42366
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 2\wav_section - 5.wav,5,5,47,21.27232307,21.43021044,0.848663071,1.006550444,0.157887373,Flat,20.42366
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 2\wav_section - 5.wav,5,6,48,21.97986521,22.11409487,1.556205209,1.69043487,0.134229661,Step Down,20.42366
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 2\wav_section - 5.wav,5,7,49,22.13050764,22.19055989,1.706847641,1.76689989,0.06005225,Complex,20.42366
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 2\wav_section - 5.wav,5,8,50,23.16458944,23.22767538,2.740929443,2.80401538,0.063085937,Complex,20.42366
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 2\wav_section - 5.wav,5,9,51,23.40563305,23.54309265,2.981973053,3.119432653,0.1374596,Split,20.42366
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 2\wav_section - 5.wav,5,10,52,23.60132583,23.62572206,3.177665832,3.202062058,0.024396226,Short,20.42366
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 2\wav_section - 5.wav,5,11,53,23.83144949,23.96269949,3.407789485,3.539039485,0.13125,Flat,20.42366
