File,File Index,Sub File Index,Call Index,Abs. Start Time,Abs. End Time,Rel. Start Time,Rel. End Time,Call Length,Call Type,File Start Time
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 11.wav,11,2,10,47.40362457,48.80898385,2.546324575,3.951683853,1.405359279,22-kHz Call,44.8573
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 12.wav,12,0,11,48.94325434,50.25015855,0.060614336,1.367518555,1.306904219,22-kHz Call,48.88264
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 12.wav,12,1,12,50.95231123,52.21572499,2.06967123,3.333084993,1.263413763,22-kHz Call,48.88264
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 13.wav,13,0,13,52.70156375,53.10247051,0.034223748,0.435130512,0.400906764,22-kHz Call,52.66734
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 13.wav,13,1,14,53.63782772,55.87459411,0.970487716,3.207254114,2.236766398,22-kHz Call,52.66734
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 14.wav,14,0,15,56.00939688,57.26519663,0.002796881,1.258596633,1.255799751,22-kHz Call,56.0066
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 14.wav,14,1,16,58.50215664,58.99305701,2.495556641,2.986457007,0.490900366,22-kHz Call,56.0066
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 14.wav,14,2,17,59.41320155,59.56982691,3.406601552,3.563226911,0.156625359,22-kHz Call,56.0066
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 15.wav,15,0,18,59.83577802,60.24464447,0.008638023,0.417504466,0.408866442,22-kHz Call,59.82714
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 15.wav,15,1,19,62.73445953,62.91181418,2.907319532,3.084674175,0.177354643,22-kHz Call,59.82714
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 15.wav,15,2,20,63.18506344,63.73970817,3.357923442,3.912568167,0.554644725,22-kHz Call,59.82714
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 16.wav,16,0,21,63.82015153,64.25479903,0.059831531,0.494479026,0.434647496,22-kHz Call,63.76032
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 16.wav,16,1,22,65.55116821,65.95985624,1.790848214,2.199536237,0.408688023,22-kHz Call,63.76032
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 16.wav,16,2,23,66.01945657,66.28623903,2.259136574,2.525919034,0.26678246,22-kHz Call,63.76032
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 16.wav,16,3,24,66.43665893,66.61262183,2.676338931,2.85230183,0.175962899,22-kHz Call,63.76032
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 17.wav,17,0,25,67.64479719,68.00397688,0.007617188,0.366796875,0.359179688,22-kHz Call,67.63718
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 17.wav,17,1,26,70.06707093,70.75087225,2.429890927,3.113692248,0.683801321,22-kHz Call,67.63718
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 17.wav,17,2,27,71.36059959,71.7701048,3.723419588,4.132924796,0.409505208,22-kHz Call,67.63718
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 18.wav,18,0,28,71.93355231,71.96714606,0.127672313,0.161266063,0.03359375,22-kHz Call,71.80588
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 18.wav,18,1,29,72.38250756,72.64507559,0.576627564,0.83919559,0.262568026,22-kHz Call,71.80588
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 18.wav,18,2,30,73.00013917,73.80872934,1.194259171,2.002849341,0.808590171,22-kHz Call,71.80588
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 18.wav,18,3,31,73.88332253,73.98178554,2.07744253,2.17590554,0.09846301,22-kHz Call,71.80588
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 21.wav,21,0,32,84.2393164,85.14985088,0.080936398,0.991470878,0.91053448,22-kHz Call,84.15838
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 21.wav,21,1,33,86.06327594,86.38124037,1.904895944,2.222860366,0.317964422,22-kHz Call,84.15838
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 21.wav,21,2,34,86.74834474,88.05488946,2.589964744,3.896509458,1.306544714,22-kHz Call,84.15838
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 22.wav,22,0,35,88.11813193,88.82736045,0.011211934,0.72044045,0.709228516,22-kHz Call,88.10692
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 22.wav,22,1,36,90.05945291,90.32881036,1.952532906,2.221890362,0.269357457,22-kHz Call,88.10692
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 22.wav,22,2,37,90.41382637,90.89048517,2.306906369,2.783565168,0.476658799,22-kHz Call,88.10692
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 22.wav,22,3,38,91.17161964,91.44113554,3.064699637,3.33421554,0.269515902,22-kHz Call,88.10692
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 22.wav,22,4,39,91.61158438,91.71852706,3.504664378,3.611607057,0.106942679,22-kHz Call,88.10692
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 22.wav,22,5,40,92.10726913,92.1537535,4.000349127,4.046833502,0.046484375,22-kHz Call,88.10692
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 23.wav,23,0,41,92.52979424,92.84366142,0.249054237,0.562921424,0.313867188,22-kHz Call,92.28074
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 24.wav,24,0,42,97.24787352,97.35998289,0.783073519,0.895182894,0.112109375,22-kHz Call,96.4648
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 24.wav,24,1,43,97.42279531,100.3336272,0.957995315,3.868827233,2.910831918,22-kHz Call,96.4648
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 25.wav,25,0,44,101.1131236,101.338632,0.454023616,0.679532035,0.225508419,22-kHz Call,100.6591
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 25.wav,25,1,45,101.3717066,104.4747024,0.712606603,3.815602445,3.102995842,22-kHz Call,100.6591
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 26.wav,26,0,46,105.2822755,105.5546981,0.515915461,0.788338111,0.27242265,22-kHz Call,104.76636
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 26.wav,26,1,47,106.2572983,106.7143616,1.490938288,1.948001572,0.457063284,22-kHz Call,104.76636
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 26.wav,26,2,48,106.9336871,107.5339813,2.167327101,2.767621259,0.600294158,22-kHz Call,104.76636
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 27.wav,27,0,49,108.112396,109.6877005,0.05285596,1.628160458,1.575304499,22-kHz Call,108.05954
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 27.wav,27,1,50,110.0840557,110.4019797,2.024515739,2.342439693,0.317923953,22-kHz Call,108.05954
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 27.wav,27,2,51,110.9395798,110.9930954,2.880039775,2.9335554,0.053515625,22-kHz Call,108.05954
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 27.wav,27,3,52,111.5593545,111.8342405,3.499814458,3.774700518,0.27488606,22-kHz Call,108.05954
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 27.wav,27,4,53,111.9273548,112.031847,3.867814781,3.972306968,0.104492188,22-kHz Call,108.05954
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 28.wav,28,0,54,112.4754077,112.5076343,0.318847733,0.351074295,0.032226563,22-kHz Call,112.15656
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 28.wav,28,1,55,112.5654578,112.58781,0.408897784,0.43125,0.022352217,22-kHz Call,112.15656
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 28.wav,28,2,56,113.0337073,113.3763746,0.877147283,1.21981456,0.342667277,22-kHz Call,112.15656
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 28.wav,28,3,57,113.44923,113.5609911,1.292670047,1.404431131,0.111761084,22-kHz Call,112.15656
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 28.wav,28,4,58,113.6465148,113.6872541,1.4899548,1.530694097,0.040739297,22-kHz Call,112.15656
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 28.wav,28,5,59,113.8372165,113.8596774,1.680656512,1.703117449,0.022460938,22-kHz Call,112.15656
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 30.wav,30,0,60,121.0808388,121.09412,0.627838779,0.641120029,0.01328125,22-kHz Call,120.453
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 30.wav,30,1,61,121.2348074,121.4868961,0.781807419,1.033896066,0.252088647,22-kHz Call,120.453
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 30.wav,30,2,62,121.5451916,121.6554803,1.092191566,1.202480349,0.110288783,22-kHz Call,120.453
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 30.wav,30,3,63,121.7460747,121.8138235,1.293074706,1.36082353,0.067748824,22-kHz Call,120.453
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 30.wav,30,4,64,121.8807846,121.9099323,1.427784577,1.456932327,0.02914775,22-kHz Call,120.453
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 30.wav,30,5,65,121.9565196,122.0620901,1.503519558,1.609090126,0.105570568,22-kHz Call,120.453
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 30.wav,30,6,66,122.3210305,122.4965446,1.868030509,2.043544578,0.175514069,22-kHz Call,120.453
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 30.wav,30,7,67,122.5817579,122.6822334,2.12875793,2.229233375,0.100475445,22-kHz Call,120.453
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 30.wav,30,8,68,122.7292915,122.8030583,2.276291495,2.350058277,0.073766782,22-kHz Call,120.453
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 31.wav,31,0,69,125.1411532,125.2151315,0.504093208,0.578071498,0.07397829,22-kHz Call,124.63706
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 31.wav,31,1,70,125.8877162,125.9431749,1.250656245,1.30611485,0.055458606,22-kHz Call,124.63706
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 32.wav,32,0,71,128.4680587,129.472013,0.123098722,1.12705296,1.003954239,22-kHz Call,128.34496
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 32.wav,32,1,72,129.6865364,130.6274849,1.341576442,2.282524949,0.940948507,22-kHz Call,128.34496
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 32.wav,32,2,73,131.2679625,131.7081261,2.923002504,3.363166091,0.440163587,22-kHz Call,128.34496
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 33.wav,33,0,74,131.9943503,132.112905,0.049010331,0.167565018,0.118554687,22-kHz Call,131.94534
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 33.wav,33,1,75,132.179284,132.593185,0.233944041,0.647845037,0.413900996,22-kHz Call,131.94534
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 37.wav,37,0,76,147.758185,149.1329292,0.008444978,1.38318918,1.374744203,22-kHz Call,147.74974
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 6\wav_section - 37.wav,37,1,77,149.2681221,150.3066955,1.518382138,2.55695552,1.038573382,22-kHz Call,147.74974
