File,File Index,Sub File Index,Call Index,Abs. Start Time,Abs. End Time,Rel. Start Time,Rel. End Time,Call Length,Call Type,File Start Time
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 2.wav,2,4,10,10.75490212,10.80971049,2.37654212,2.43135049,0.05480837,Inverted U,8.37836
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 2.wav,2,5,11,10.90133104,10.93207775,2.52297104,2.55371775,0.03074671,Upward Ramp,8.37836
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 3.wav,3,0,12,12.73968728,12.76164921,0.24382728,0.26578921,0.02196193,Short,12.49586
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 3.wav,3,1,13,12.84986298,12.88939446,0.35400298,0.39353446,0.03953148,Complex,12.49586
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 3.wav,3,2,14,13.68183698,13.72246656,1.18597698,1.22660656,0.04062958,Complex,12.49586
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 3.wav,3,3,15,14.30532402,14.34668566,1.80946402,1.85082566,0.04136164,Complex,12.49586
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 3.wav,3,4,16,14.96099832,15.0085825,2.46513832,2.5127225,0.04758418,Split,12.49586
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 3.wav,3,5,17,15.19889204,15.23146891,2.70303204,2.73560891,0.03257687,Flat,12.49586
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 3.wav,3,6,18,15.38044906,15.42217673,2.88458906,2.92631673,0.04172767,Step Up,12.49586
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 3.wav,3,7,19,16.25300506,16.29473273,3.75714506,3.79887273,0.04172767,Complex,12.49586
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 3.wav,3,8,20,16.52970244,16.56264534,4.03384244,4.06678534,0.0329429,Flat,12.49586
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 4.wav,4,0,21,17.03797459,17.07421178,0.36829459,0.40453178,0.03623719,Complex,16.66968
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 4.wav,4,1,22,17.3176232,17.37948264,0.6479432,0.70980264,0.06185944,Complex,16.66968
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 4.wav,4,2,23,17.50794811,17.52698178,0.83826811,0.85730178,0.01903367,Flat,16.66968
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 4.wav,4,3,24,19.25999346,19.29769478,2.59031346,2.62801478,0.03770132,Complex,16.66968
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 4.wav,4,4,25,20.64246956,20.69041978,3.97278956,4.02073978,0.04795022,Complex,16.66968
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 4.wav,4,5,26,20.79480787,20.83987962,4.12512787,4.17019962,0.04507175,Upward Ramp,16.66968
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 6.wav,6,0,27,26.3377334,26.38604965,1.4074534,1.45576965,0.04831625,Complex,24.93028
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 6.wav,6,1,28,27.44497197,27.47022819,2.51469197,2.53994819,0.02525622,Flat,24.93028
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 6.wav,6,2,29,28.01692559,28.04542213,3.08664559,3.11514213,0.02849654,Complex,24.93028
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 6.wav,6,3,30,28.42916342,28.45661584,3.49888342,3.52633584,0.02745242,Inverted U,24.93028
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 6.wav,6,4,31,28.69437239,28.71999465,3.76409239,3.78971465,0.02562226,Inverted U,24.93028
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 7.wav,7,0,32,29.31735013,29.35614954,0.20301013,0.24180954,0.03879941,Trill,29.11434
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 7.wav,7,1,33,31.21078206,31.25580402,2.09644206,2.14146402,0.04502196,Step Up,29.11434
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 7.wav,7,2,34,31.39562832,31.44723887,2.28128832,2.33289887,0.05161055,Step Down,29.11434
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 7.wav,7,3,35,31.58157673,31.63977585,2.46723673,2.52543585,0.05819912,Inverted U,29.11434
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 7.wav,7,4,36,31.78136262,31.83260713,2.66702262,2.71826713,0.05124451,Inverted U,29.11434
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 8.wav,8,0,37,33.91261602,33.95873608,0.61933602,0.66545608,0.04612006,Complex,33.29328
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 9.wav,9,0,38,38.38863185,38.4051033,0.92153185,0.9380033,0.01647145,Short,37.4671
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 9.wav,9,1,39,38.65128092,38.67983143,1.18418092,1.21273143,0.02855051,Complex,37.4671
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 9.wav,9,2,40,38.81753094,38.85669639,1.35043094,1.38959639,0.03916545,Step Up,37.4671
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 9.wav,9,3,41,39.23552263,39.27175982,1.76842263,1.80465982,0.03623719,Complex,37.4671
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 9.wav,9,4,42,39.40891314,39.44917669,1.94181314,1.98207669,0.04026355,Complex,37.4671
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 9.wav,9,5,43,39.56222943,39.60651932,2.09512943,2.13941932,0.04428989,Trill,37.4671
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 9.wav,9,6,44,39.70458222,39.73386479,2.23748222,2.26676479,0.02928257,Step Down,37.4671
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 9.wav,9,7,45,40.35466873,40.36601573,2.88756873,2.89891573,0.011347,Inverted U,37.4671
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 9.wav,9,8,46,40.57413271,40.6217169,3.10703271,3.1546169,0.04758419,Upward Ramp,37.4671
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 10.wav,10,0,47,42.19900099,42.24987947,0.58368099,0.63455947,0.05087848,Complex,41.61532
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 10.wav,10,1,48,42.58466101,42.61211343,0.96934101,0.99679343,0.02745242,Step Up,41.61532
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 10.wav,10,2,49,42.92199541,42.97214182,1.30667541,1.35682182,0.05014641,Step Up,41.61532
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 10.wav,10,3,50,43.58930637,43.64091691,1.97398637,2.02559691,0.05161054,Step Up,41.61532
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 10.wav,10,4,51,44.31284946,44.34579236,2.69752946,2.73047236,0.0329429,Complex,41.61532
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 10.wav,10,5,52,44.82984902,44.86132779,3.21452902,3.24600779,0.03147877,Complex,41.61532
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 10.wav,10,6,53,45.14921739,45.22425399,3.53389739,3.60893399,0.0750366,Complex,41.61532
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 11.wav,11,0,54,45.79266252,45.81718668,0.02912252,0.05364668,0.02452416,Complex,45.76354
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 11.wav,11,1,55,46.14777556,46.18767307,0.38423556,0.42413307,0.03989751,Complex,45.76354
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 11.wav,11,2,56,46.2982148,46.34909328,0.5346748,0.58555328,0.05087848,Flat,45.76354
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 11.wav,11,3,57,46.95129456,46.99082604,1.18775456,1.22728604,0.03953148,Step Up,45.76354
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 11.wav,11,4,58,47.19690217,47.22947904,1.43336217,1.46593904,0.03257687,Flat,45.76354
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 11.wav,11,5,59,47.34088104,47.35771852,1.57734104,1.59417852,0.01683748,Short,45.76354
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 11.wav,11,6,60,47.58117835,47.61412124,1.81763835,1.85058124,0.03294289,Downward Ramp,45.76354
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 11.wav,11,7,61,48.30640446,48.34337372,2.54286446,2.57983372,0.03696926,Upward Ramp,45.76354
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 11.wav,11,8,62,48.54869055,48.56918835,2.78515055,2.80564835,0.0204978,Short,45.76354
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 11.wav,11,9,63,49.07528185,49.11993778,3.31174185,3.35639778,0.04465593,Trill,45.76354
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 11.wav,11,10,64,49.25172076,49.29820685,3.48818076,3.53466685,0.04648609,Complex,45.76354
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 11.wav,11,11,65,49.43723767,49.49580282,3.67369767,3.73226282,0.05856515,Step Up,45.76354
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 12.wav,12,0,66,50.02228827,50.05341214,0.06956827,0.10069214,0.03112387,Step Down,49.95272
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 12.wav,12,1,67,51.60225898,51.64435269,1.64953898,1.69163269,0.04209371,Multi-Step,49.95272
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 13.wav,13,0,68,54.69561684,54.7303899,0.54859684,0.5833699,0.03477306,Trill,54.14702
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 13.wav,13,1,69,54.8508145,54.88997994,0.7037945,0.74295994,0.03916544,Complex,54.14702
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 13.wav,13,2,70,57.37306794,57.41419007,3.22604794,3.26717007,0.04112213,Inverted U,54.14702
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 14.wav,14,0,71,61.02011129,61.04683164,2.77607129,2.80279164,0.02672035,Short,58.24404
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 15.wav,15,0,72,62.85200131,62.87762357,0.48022131,0.50584357,0.02562226,Short,62.37178
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 15.wav,15,1,73,63.79356413,63.80857145,1.42178413,1.43679145,0.01500732,Complex,62.37178
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 15.wav,15,2,74,64.47572672,64.50830358,2.10394672,2.13652358,0.03257686,Step Up,62.37178
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 15.wav,15,3,75,64.65544853,64.69131969,2.28366853,2.31953969,0.03587116,Step Up,62.37178
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 15.wav,15,4,76,64.84622079,64.8985634,2.47444079,2.5267834,0.05234261,Multi-Step,62.37178
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 15.wav,15,5,77,65.55127805,65.61423559,3.17949805,3.24245559,0.06295754,Trill,62.37178
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 15.wav,15,6,78,65.84565237,65.89323656,3.47387237,3.52145656,0.04758419,Step Up,62.37178
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 15.wav,15,7,79,66.01914479,66.07844201,3.64736479,3.70666201,0.05929722,Flat,62.37178
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 15.wav,15,8,80,66.42845812,66.48738931,4.05667812,4.11560931,0.05893119,Flat,62.37178
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 16.wav,16,0,81,66.82381617,66.84373805,0.27309617,0.29301805,0.01992188,Short,66.55072
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 16.wav,16,1,82,66.96312608,67.02095917,0.41240608,0.47023917,0.05783309,Upward Ramp,66.55072
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 16.wav,16,2,83,67.65457967,67.67068509,1.10385967,1.11996509,0.01610542,Short,66.55072
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 16.wav,16,3,84,68.12493578,68.16446726,1.57421578,1.61374726,0.03953148,Complex,66.55072
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 16.wav,16,4,85,68.94495566,68.9636233,2.39423566,2.4129033,0.01866764,Short,66.55072
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 16.wav,16,5,86,69.85268038,69.89916647,3.30196038,3.34844647,0.04648609,Complex,66.55072
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 16.wav,16,6,87,69.99856064,70.06383111,3.44784064,3.51311111,0.06527047,Upward Ramp,66.55072
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 16.wav,16,7,88,70.58389077,70.62086002,4.03317077,4.07014002,0.03696925,Complex,66.55072
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 17.wav,17,0,89,71.51110933,71.53673158,0.79168933,0.81731158,0.02562225,Complex,70.71942
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 17.wav,17,1,90,72.21064481,72.24814481,1.49122481,1.52872481,0.0375,Complex,70.71942
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 17.wav,17,2,91,72.89011787,72.93257761,2.17069787,2.21315761,0.04245974,Complex,70.71942
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 19.wav,19,0,92,81.54619404,81.58718964,2.53033404,2.57132964,0.0409956,Complex,79.01586
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 20.wav,20,0,93,83.81410672,83.86937759,0.67050672,0.72577759,0.05527087,Composite,83.1436
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 20.wav,20,1,94,84.23680349,84.27194258,1.09320349,1.12834258,0.03513909,Inverted U,83.1436
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 20.wav,20,2,95,85.31740764,85.37341057,2.17380764,2.22981057,0.05600293,Upward Ramp,83.1436
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 20.wav,20,3,96,85.68978678,85.74286145,2.54618678,2.59926145,0.05307467,Upward Ramp,83.1436
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 20.wav,20,4,97,85.95212991,85.99568774,2.80852991,2.85208774,0.04355783,Composite,83.1436
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 20.wav,20,5,98,86.07310883,86.13167398,2.92950883,2.98807398,0.05856515,Inverted U,83.1436
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 20.wav,20,6,99,86.23745652,86.29323285,3.09385652,3.14963285,0.05577633,Upward Ramp,83.1436
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 20.wav,20,7,100,86.38946071,86.47806374,3.24586071,3.33446374,0.08860303,Upward Ramp,83.1436
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 20.wav,20,8,101,86.57699823,86.61799384,3.43339823,3.47439384,0.04099561,Upward Ramp,83.1436
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 20.wav,20,9,102,86.84381872,86.91958739,3.70021872,3.77598739,0.07576867,Inverted U,83.1436
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 21.wav,21,0,103,87.66663597,87.69006203,0.40553597,0.42896203,0.02342606,Short,87.2611
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 21.wav,21,1,104,88.03320019,88.06101863,0.77210019,0.79991863,0.02781844,Complex,87.2611
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 21.wav,21,2,105,88.50762914,88.53321508,1.24652914,1.27211508,0.02558594,Complex,87.2611
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 21.wav,21,3,106,88.92303444,88.95341511,1.66193444,1.69231511,0.03038067,Complex,87.2611
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 21.wav,21,4,107,89.19051386,89.22455485,1.92941386,1.96345485,0.03404099,Upward Ramp,87.2611
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 21.wav,21,5,108,91.1267617,91.17578514,3.8656617,3.91468514,0.04902344,Step Up,87.2611
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 22.wav,22,0,109,91.37214063,91.43385938,0.01914063,0.08085938,0.06171875,Step Up,91.353
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 22.wav,22,1,110,91.84988269,91.8784332,0.49688269,0.5254332,0.02855051,Flat,91.353
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 22.wav,22,2,111,92.31946958,92.36046519,0.96646958,1.00746519,0.04099561,Upward Ramp,91.353
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 22.wav,22,3,112,92.59444008,92.61933027,1.24144008,1.26633027,0.02489019,Short,91.353
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 22.wav,22,4,113,92.87811504,92.93485003,1.52511504,1.58185003,0.05673499,Inverted U,91.353
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 22.wav,22,5,114,93.07239583,93.11229335,1.71939583,1.75929335,0.03989752,Complex,91.353
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 22.wav,22,6,115,93.53551932,93.58163937,2.18251932,2.22863937,0.04612005,Inverted U,91.353
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 22.wav,22,7,116,93.74386245,93.79254473,2.39086245,2.43954473,0.04868228,Upward Ramp,91.353
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 5\wav_section - 22.wav,22,8,117,93.92899789,93.97182366,2.57599789,2.61882366,0.04282577,Complex,91.353
